iter	Logloss
329	0.07142249012
330	0.07139875665
331	0.07137051183
332	0.07132668239
333	0.07126080831
334	0.07122755099
335	0.07117527753
336	0.0711426229
337	0.07112327424
338	0.0710886134
339	0.07104393812
340	0.07098983679
341	0.07092777343
342	0.07087928285
343	0.07084257325
344	0.07079835598
345	0.07078605347
346	0.07075744891
347	0.07072755971
348	0.07067528608
349	0.07065408519
350	0.07064544888
351	0.07056091252
352	0.07052931207
353	0.07049933392
354	0.07045966717
355	0.07042944557
356	0.07037503755
357	0.07033940585
358	0.07031403829
359	0.07027694589
360	0.07025123736
361	0.07021598027
362	0.07018015829
363	0.07012536736
364	0.07007517923
365	0.07005480138
366	0.07003063386
367	0.07002333271
368	0.06996895513
369	0.06995266396
370	0.06993493706
371	0.06989725811
372	0.06987923903
373	0.06984739978
374	0.06982740809
375	0.06980248418
376	0.06977165283
377	0.06972044745
378	0.06965789825
379	0.06965046293
380	0.06962716063
381	0.06960730174
382	0.06956648268
383	0.06953489964
384	0.06952782052
385	0.06948451316
386	0.0694719432
387	0.06942408511
388	0.06937350222
389	0.06931613858
390	0.06929527818
391	0.06928856896
392	0.06925580868
393	0.06921898193
394	0.06916285699
395	0.06911116436
396	0.06907868668
397	0.06905139773
398	0.06900457085
399	0.06897429037
400	0.06894635503
401	0.06893988307
402	0.0689173242
403	0.06889829782
404	0.06885131347
405	0.06884167692
406	0.06880765173
407	0.06877372149
408	0.0687234309
409	0.06868572145
410	0.06862723454
411	0.06855765916
412	0.06855133001
413	0.0685308783
414	0.06849979554
415	0.06848374779
416	0.06845604392
417	0.06842921441
418	0.06838522887
419	0.06834014652
420	0.06830940114
421	0.06829424416
422	0.06822834765
423	0.06820202121
424	0.06819622042
425	0.06818285235
426	0.06814874808
427	0.06808207487
428	0.06807659009
429	0.06803854059
430	0.06802321725
431	0.06797714856
432	0.0679412136
433	0.06789066773
434	0.06788250707
435	0.06784898083
436	0.06782835875
437	0.06779029368
438	0.06777242198
439	0.06773296445
440	0.06769325472
441	0.0676199577
442	0.06756251148
443	0.0675548964
444	0.06752741999
445	0.06750118557
446	0.06747564863
447	0.06742984027
448	0.06736925969
449	0.06736394426
450	0.0673440405
451	0.06733897486
452	0.06732372914
453	0.06729480479
454	0.06723348561
455	0.06719295466
456	0.06716179647
457	0.06713372775
458	0.06712532554
459	0.06710216346
460	0.06705656643
461	0.06702117174
462	0.06698450936
463	0.06696104374
464	0.066919785
465	0.0669149115
466	0.06688754864
467	0.06685938934
468	0.066833485
469	0.06679029881
470	0.06678554355
471	0.06671831851
472	0.06668197938
473	0.06663540341
474	0.06659526352
475	0.06657840939
476	0.06657394029
477	0.06655818574
478	0.06655157196
479	0.06652213112
480	0.06649182323
481	0.06643453061
482	0.06639635327
483	0.06635408089
484	0.06634977545
485	0.06631762807
486	0.06630990001
487	0.06629841113
488	0.06626812392
489	0.06623638192
490	0.06619169571
491	0.06614008664
492	0.06610721911
493	0.06607323019
494	0.0660407524
495	0.0660114388
496	0.06598008355
497	0.06596469592
498	0.06590182663
499	0.06588986004
500	0.06586539894
501	0.06583235412
502	0.06581061149
503	0.06580349461
504	0.06579311351
505	0.06577423986
506	0.06574232066
507	0.06572249408
508	0.06568314831
509	0.06563958391
510	0.06559349351
511	0.06558385613
512	0.06556692225
513	0.06554157056
514	0.06548927167
515	0.06545934669
516	0.06543335201
517	0.06540884032
518	0.06538715481
519	0.06537572081
520	0.06534291836
521	0.0653204531
522	0.06528987365
523	0.06528686524
524	0.06525765908
525	0.06524617828
526	0.06522048634
527	0.06514718217
528	0.06514348129
529	0.06511928772
530	0.06507738882
531	0.06504071276
532	0.06502887002
533	0.06501391883
534	0.06500844428
535	0.06497887759
536	0.06495060167
537	0.06492077332
538	0.06488295149
539	0.06483681109
540	0.06476996167
541	0.06473164246
542	0.06470301219
543	0.06465917689
544	0.06461536721
545	0.06460463073
546	0.06454776386
547	0.06449571824
548	0.06449237948
549	0.06447685161
550	0.06443326364
551	0.06440558839
552	0.06436481089
553	0.06432473323
554	0.06428848997
555	0.06427857361
556	0.06426574509
557	0.06422751943
558	0.06418924625
559	0.06414259746
560	0.06411770724
561	0.06411106873
562	0.06407914035
563	0.06406482897
564	0.06401580055
565	0.06400187598
566	0.06394994265
567	0.06392115664
568	0.06388762146
569	0.06385889584
570	0.06384983819
571	0.06384026279
572	0.06377886854
573	0.06375387408
574	0.06372698554
575	0.06366546962
576	0.06365166734
577	0.06364853587
578	0.06361689824
579	0.06360147162
580	0.06357183241
581	0.06352783329
582	0.06350629454
583	0.06349808609
584	0.06346354717
585	0.06342973044
586	0.06339773204
587	0.06338569037
588	0.06334853677
589	0.06333146534
590	0.06330069009
591	0.06324296151
592	0.06320613943
593	0.06320025417
594	0.06317904301
595	0.06313048163
596	0.06307784265
597	0.06305515704
598	0.06303995594
599	0.0629837868
600	0.06297431393
601	0.06293409938
602	0.0628825732
603	0.06284518085
604	0.06280150234
605	0.06276065527
606	0.062723673
607	0.06268470918
608	0.06264385335
609	0.06261412866
610	0.06259196852
611	0.06254276137
612	0.06250477348
613	0.06248157804
614	0.06244642107
615	0.06241341033
616	0.0623846456
617	0.06237202202
618	0.06235209896
619	0.06232238935
620	0.06228132055
621	0.06225717297
622	0.06222148887
623	0.06218435235
624	0.06217344293
625	0.06214802662
626	0.06211612084
627	0.06209093381
628	0.0620695532
629	0.06202798411
630	0.06200654809
631	0.06196354071
632	0.06193407248
633	0.061927727
634	0.06191880486
635	0.06188781392
636	0.0618760097
637	0.06182410976
638	0.06180220123
639	0.06176804941
640	0.06175162742
641	0.06170513804
642	0.061684175
643	0.06165659381
644	0.06163348967
645	0.06160743905
646	0.06159190881
647	0.06154752026
648	0.06152493275
649	0.06150257501
650	0.06147448071
651	0.06144750748
652	0.06143397144
653	0.06141297651
654	0.06138467508
655	0.06133358133
656	0.06128349984
657	0.06124826497
658	0.06121152628
659	0.06116263772
660	0.06114483855
661	0.06110636374
662	0.06107219424
663	0.06104418063
664	0.06102024834
665	0.0609846618
666	0.06094950704
667	0.06092447644
668	0.0608873405
669	0.06088085566
670	0.06086284537
671	0.06085035002
672	0.06083296697
673	0.06079555103
674	0.06078008146
675	0.06076457062
676	0.06074077196
677	0.06073435068
678	0.06072518173
679	0.06071889294
680	0.06068388571
681	0.06065933698
682	0.06061894626
683	0.06061195659
684	0.06060371925
685	0.06058070091
686	0.0605662997
687	0.06052186347
688	0.06048701151
689	0.06043783661
690	0.06038367636
691	0.06036227944
692	0.06035014736
693	0.06030096045
694	0.06027185184
695	0.06022385992
696	0.06020456534
697	0.06018208619
698	0.06014430016
699	0.06010241842
700	0.06007280982
701	0.06004665801
702	0.06002591776
703	0.0600039558
704	0.05994350879
705	0.05992440998
706	0.05987186601
707	0.05983646393
708	0.05981646174
709	0.05976415995
710	0.05973048928
711	0.05969801275
712	0.05966095907
713	0.0596202059
714	0.05959021299
715	0.05957523941
716	0.05953481084
717	0.05949038361
718	0.05945460771
719	0.0593976125
720	0.05933164372
721	0.05931290251
722	0.05926655613
723	0.05925907986
724	0.05924163567
725	0.05922568094
726	0.05917609578
727	0.05912167255
728	0.0590985842
729	0.05906163994
730	0.05902280661
731	0.05899302147
732	0.05894454015
733	0.05892722352
734	0.05888031818
735	0.05884935175
736	0.05882358546
737	0.05876611778
738	0.05874016317
739	0.05872285638
740	0.05871559125
741	0.0587047209
742	0.05867819808
743	0.0586608362
744	0.05865443057
745	0.05863655707
746	0.05862858201
747	0.05861293623
748	0.05859954868
749	0.05858410578
750	0.05857292446
751	0.05856077178
752	0.05853130305
753	0.05852227418
754	0.05849647631
755	0.05847231553
756	0.05844835185
757	0.05843142072
758	0.05841594403
759	0.05840137485
760	0.05837863614
761	0.05835238216
762	0.05833696658
763	0.05831102415
764	0.05826967126
765	0.05825549503
766	0.05823022181
767	0.05820479334
768	0.05819024795
769	0.05816923643
770	0.05814392783
771	0.05810730386
772	0.0580657526
773	0.05804004672
774	0.05801169683
775	0.05798916347
776	0.05796311074
777	0.05795898865
778	0.05794304955
779	0.05792451912
780	0.05788909449
781	0.05785197561
782	0.05783223537
783	0.05780219326
784	0.05776632918
785	0.05773287695
786	0.05770422773
787	0.05767972431
788	0.05765176032
789	0.05761796298
790	0.05757980048
791	0.05757510623
792	0.05754848211
793	0.05750523107
794	0.05744172529
795	0.05739520573
796	0.05737259641
797	0.05735137859
798	0.05729321467
799	0.05728613046
800	0.05722538591
801	0.05718197395
802	0.05715434323
803	0.05712411227
804	0.05706860471
805	0.05704217615
806	0.05698899662
807	0.05691987824
808	0.05689255755
809	0.05686594238
810	0.05683224596
811	0.05680594602
812	0.05677767
813	0.05676539659
814	0.05673767093
815	0.05669136271
816	0.05666540798
817	0.05662644727
818	0.05659564874
819	0.05655339957
820	0.0565165186
821	0.05648950089
822	0.05644630753
823	0.05642369833
824	0.05637921613
825	0.05635372905
826	0.05633117558
827	0.0563082709
828	0.05626656519
829	0.05623279928
830	0.05619564458
831	0.05617513446
832	0.05615528174
833	0.05612197267
834	0.05608461016
835	0.05604519277
836	0.05600549154
837	0.05596766928
838	0.05593323542
839	0.05589769395
840	0.0558668347
841	0.05585372889
842	0.0558315135
843	0.05580396013
844	0.05575933016
845	0.05573537438
846	0.05569825893
847	0.05567934825
848	0.05566140217
849	0.05565140304
850	0.05563416398
851	0.05561929419
852	0.05559466605
853	0.05556519881
854	0.05552354943
855	0.0554881418
856	0.0554635313
857	0.05545374721
858	0.05539611958
859	0.05535931686
860	0.05532240081
861	0.05529113859
862	0.05527108229
863	0.05526205437
864	0.05522548871
865	0.05518670297
866	0.05515618173
867	0.0551256955
868	0.05510064762
869	0.05505853752
870	0.05503731392
871	0.05500662943
872	0.05497659564
873	0.05493713903
874	0.05491647307
875	0.05488466285
876	0.05487484013
877	0.05481419722
878	0.05480488705
879	0.05474929989
880	0.05470253304
881	0.05469764725
882	0.05464886869
883	0.0546336507
884	0.05460242701
885	0.0545745767
886	0.05455376213
887	0.05453748792
888	0.0545192751
889	0.0544758971
890	0.05444857004
891	0.05443174737
892	0.0544234757
893	0.05440403797
894	0.05437056673
895	0.05434116095
896	0.05431001758
897	0.05428406116
898	0.05424150715
899	0.05421948906
900	0.05418492577
901	0.05415587359
902	0.05413567319
903	0.05409314144
904	0.05404878692
905	0.05402646272
906	0.05399883633
907	0.05398541014
908	0.0539812018
909	0.05392974416
910	0.05389728972
911	0.05386701898
912	0.05383485447
913	0.05379596429
914	0.05375400372
915	0.05371556794
916	0.05368610943
917	0.05366247436
918	0.05363710061
919	0.05360708471
920	0.0535703701
921	0.05352769306
922	0.05348958826
923	0.05344881193
924	0.05341895251
925	0.0534014536
926	0.05338552935
927	0.05333897758
928	0.05331641295
929	0.05327870079
930	0.05324007347
931	0.0532149304
932	0.05318709677
933	0.05316453837
934	0.05313307247
935	0.05309690767
936	0.05308356984
937	0.0530577657
938	0.05301436249
939	0.05296918892
940	0.05290311071
941	0.05287993004
942	0.05286432827
943	0.05283479822
944	0.05282797212
945	0.05281023313
946	0.05278616855
947	0.05275066657
948	0.05272697912
949	0.05270770215
950	0.05268343449
951	0.05265986612
952	0.05263211615
953	0.05258523038
954	0.05252839552
955	0.0524903096
956	0.0524562768
957	0.05243843945
958	0.05242487351
959	0.05239931737
960	0.05238621265
961	0.05235755738
962	0.0523333974
963	0.05231575186
964	0.05228294601
965	0.05223415042
966	0.05221348662
967	0.05217733619
968	0.05213499511
969	0.05208558582
970	0.05204687786
971	0.05201557037
972	0.0519908076
973	0.05196791581
974	0.05192034813
975	0.05189541144
976	0.05186988066
977	0.0518502594
978	0.05180170401
979	0.05177811005
980	0.05175251154
981	0.05174171594
982	0.05172732649
983	0.05168854405
984	0.05165820036
985	0.05162864974
986	0.0515877495
987	0.05155922814
988	0.05152828221
989	0.05149878805
990	0.05147685243
991	0.05146397439
992	0.0514179741
993	0.05139184055
994	0.05137845326
995	0.05135151606
996	0.05134519975
997	0.05133557793
998	0.05132995163
999	0.05132432961
